,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,videoid,publish_time,channelId,title,cover_url,channelTitle,tag,duration,caption,defaultAudioLanguage,viewcount,likecount,favoritecount,commentcount,cover_word,channel_start_date,channelname,channel_cover,bannerExternalUrl,topicCategories,channel_view,subscriberCount,hiddenSubscriberCount,videoCount,hour,minute,second,day,duration_in_sec,topic_cat,topic_Electronic_music,topic_Society,topic_Sport,topic_Food,topic_Rhythm_and_blues,topic_Independent_music,topic_Humour,topic_Racing_video_game,topic_Knowledge,topic_Politics,topic_Video_game_culture,topic_Reggae,topic_Television_program,topic_Baseball,topic_Casual_game,topic_Mixed_martial_arts,topic_Health,topic_Action_game,topic_Basketball,topic_Pet,topic_Lifestyle_(sociology),topic_American_football,topic_Religion,topic_Soul_music,topic_Music,topic_Strategy_video_game,topic_Classical_music,topic_Fashion,topic_Volleyball,topic_Physical_fitness,topic_Tourism,topic_Rock_music,topic_Music_video_game,topic_Simulation_video_game,topic_Cricket,topic_Entertainment,topic_Pop_music,topic_Tennis,topic_Action-adventure_game,topic_Music_of_Asia,topic_Hobby,topic_Professional_wrestling,topic_Puzzle_video_game,topic_Jazz,topic_Physical_attractiveness,topic_Vehicle,topic_Boxing,topic_Business,topic_Role-playing_video_game,topic_Hip_hop_music,topic_Motorsport,topic_Christian_music,topic_Association_football,topic_Ice_hockey,topic_Technology,topic_Military,topic_Film,topic_Country_music,topic_Performing_arts,topic_Golf,topic_Sports_game,topic_Music_of_Latin_America,music,channel_week,week,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,channel_year_1970,channel_year_2005,channel_year_2006,channel_year_2007,channel_year_2008,channel_year_2009,channel_year_2010,channel_year_2011,channel_year_2012,channel_year_2013,channel_year_2014,channel_year_2015,channel_year_2016,channel_year_2017,channel_year_2018,channel_year_2019,channel_year_2020,channel_year_2021,channel_year_2022,channel_month_1,channel_month_2,channel_month_3,channel_month_4,channel_month_5,channel_month_6,channel_month_7,channel_month_8,channel_month_9,channel_month_10,channel_month_11,channel_month_12,dimension_2d,dimension_3d,definition_hd,definition_sd,country_AE,country_AF,country_AL,country_AM,country_AR,country_AT,country_AU,country_AZ,country_BA,country_BD,country_BE,country_BG,country_BH,country_BM,country_BO,country_BR,country_BY,country_CA,country_CH,country_CL,country_CN,country_CO,country_CR,country_CY,country_CZ,country_DE,country_DK,country_DZ,country_EC,country_EE,country_EG,country_ES,country_FI,country_FR,country_GB,country_GE,country_GH,country_GL,country_GR,country_HK,country_HR,country_HU,country_ID,country_IE,country_IL,country_IN,country_IR,country_IS,country_IT,country_JM,country_JO,country_JP,country_KE,country_KH,country_KR,country_KW,country_KY,country_KZ,country_LB,country_LK,country_LT,country_LU,country_LV,country_MA,country_MT,country_MX,country_MY,country_NG,country_NL,country_NO,country_NP,country_NZ,country_None,country_OM,country_PA,country_PE,country_PH,country_PK,country_PL,country_PR,country_PT,country_QA,country_RO,country_RS,country_RU,country_SA,country_SE,country_SG,country_SI,country_SK,country_SN,country_SV,country_TH,country_TN,country_TR,country_TT,country_TW,country_TZ,country_UA,country_UG,country_US,country_UY,country_UZ,country_VG,country_VN,country_YE,country_ZA,country_ZW,cosine_sim,colourfulness,contrast,saturation
14440,14440,14440,14478,aM0nu9hs-QM,2019-06-06T15:51:28Z,UCJq6AEgtWeZt7ziQ-fLKOeA,What it means to be a tech director at Ueno? ft Birkir Gudjonsson | Prismic,https://i.ytimg.com/vi/aM0nu9hs-QM/hqdefault.jpg,Prismic,"yt:cc=on,Gatsby,Prismic,Design,Ueno,Development,React,project,elements,CSS modules,Sass,Gatsby.js,Web development,Birkir Gudjonsson,Tech director,tech director at Ueno,prismic,prismic cms,prismic gatsby,Headless CMS,prismic headless cms",PT12M2S,True,en,571.0,18.0,0,0,"WHAT IT MEANS °
TO BE A TECH =
DIRECTOR AT
UENO

ueno. y a

",2018-06-27T07:50:45Z,Prismic,https://yt3.ggpht.com/Aeq-kQe6f1cfljjg3h0K74JakBBsiTSNiXrj1rTb8aQeBMAOamhITtMc0DKsIDfpSall-ZO1FA=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/9nmXTBKmdEakzJz-7xvrZYl9ZfXAxeFw53UxbB3FILNpgagOadzHUY7mZ4cUrIZ-jjRk7vr5,"https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Knowledge,https://en.wikipedia.org/wiki/Technology",543005.0,9070.0,0.0,232.0,0,12,2,0,722,"['Lifestyle_(sociology)', 'Knowledge', 'Technology']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9314264580258682,26.680247460167426,63.94756093856454,46.49201388888889
34231,34231,34231,34364,7nM6EaR50Tc,2021-11-24T02:13:06Z,UCBJycsmduvYEL83R_U4JriQ,What is a Google Phone?! Reviewing Every Pixel/Nexus Ever!,https://i.ytimg.com/vi/7nM6EaR50Tc/hqdefault.jpg,Marques Brownlee,Nexus Pixel Google Pixel Google Pixel vs every Google Pixel google phone MKBHD,PT31M55S,True,en-US,3133041.0,104757.0,0,8079,,2008-03-21T15:25:54Z,Marques Brownlee,https://yt3.ggpht.com/lkH37D712tiyphnu0Id0D5MwwQ7IRuwgQLVD05iMXlDWO-kDHut3uI4MgIEAQ9StK0qOST7fiA=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/SQiRareBDrV2Z6A30HSD0iUABOGysanmKLtaJq7lJ_ME-MtoLb3O61QdlJfH2KhSOA0eKPr_,"https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Lifestyle_(sociology)",3257529161.0,16400000.0,0.0,1492.0,0,31,55,0,1915,"['Technology', 'Lifestyle_(sociology)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8577959900677522,76.33783354493858,84.79016540645235,81.19163194444444
35371,35371,35371,35514,2Vo4MQOlauE,2021-12-30T23:29:23Z,UC1mxuk7tuQT2D0qTMgKji3w,Python Code Challenge - File Size,https://i.ytimg.com/vi/2Vo4MQOlauE/hqdefault.jpg,Very Academy,"python file size,python,python text file size,python getsize",PT8M23S,True,en-GB,1439.0,46.0,0,9,"Python

LEVEL 1

Challenges

File Size

",2016-02-05T21:10:24Z,Very Academy,https://yt3.ggpht.com/E_QCL1Yhab89cOrZKj4V6uaWU9Li7VLp6JAnEvu5W2ZVqTY1Ci2A6zz5ZfA0VpK1WtOKOZ59KA=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/eOryv6BxelKML2cC_aP8KfNqNYbFZohQIUbkbD004ru1bZSThG1NcS5cLqJvvwiwSi4jklqm5w,"https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Knowledge",4026364.0,43200.0,0.0,515.0,0,8,23,0,503,"['Lifestyle_(sociology)', 'Technology', 'Knowledge']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9381430887713592,57.43006924444966,46.04446986093087,147.31791087962964
59951,59951,59951,60269,JqfboH5HYrY,2022-11-14T00:30:05Z,UCMcv2GDlC2eP-EdWembLgHg,"Wolfoo & Lucy, Don't Waste Water | How To Color Wolfoo Family",https://i.ytimg.com/vi/JqfboH5HYrY/hqdefault.jpg,Wo Colorman,"wolfoo,lucy,wolfoo family,wolfoo channel,wolfoo art,wolfoo coloring,wolfoo colouring,drawing wolfoo,how to color wolfoo,how to draw wolfoo,wolfoo fan art,family video,family fun,drawing,coloring,coloring story,how to draw,how to color,color,fan made,art,t",PT8M8S,True,en,1016.0,5.0,0,0,,2022-10-10T06:09:49.883669Z,Wo Colorman,https://yt3.ggpht.com/CuXIGnmU5tcb7v3w30VfShLtcz6fXG8toBV2_4fA8qbHnTZTND51GLBOubAM8Bbbm-lMzWPwly4=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/50s9If-PTBi3iXFmByz3dLSlW8cQSlQURU9bHxhoma5oQGXds2tXdjLvGPi39PcFitRuYZjpiQ,"https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Lifestyle_(sociology)",131109.0,801.0,0.0,48.0,0,8,8,0,488,"['Entertainment', 'Hobby', 'Lifestyle_(sociology)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8106327156671244,91.14744857597243,96.24696070437608,96.05708333333334
12387,12387,12387,12419,aO4Awb9I81I,2019-01-16T00:28:18Z,UCAPP1Rn8aAQJfUR9vNu-2sw,3 Tips On How To Apply Color Street Nail Strips,https://i.ytimg.com/vi/aO4Awb9I81I/hqdefault.jpg,Melissa Haole,"Colorstreet,applycolorstreet,manicure,fastcolorstreet,nailstrip,nailart,Color street,fast manicure,color street tips,glitter nail polish,nail polish designs,color street solids,long lasting nail polish,nail wraps,nail stickers,how to apply color street,gl",PT11M52S,True,en,216336.0,1540.0,0,62,"fy COLOR STREET

",2017-09-01T17:32:10Z,Melissa Haole,https://yt3.ggpht.com/ytc/AMLnZu8wTDKmwXSi0TXcuo3gcfDq5YNWmBkmrgf0p37s=s800-c-k-c0x00ffffff-no-rj,https://lh3.googleusercontent.com/xVAOYieZcqrTUtLIjwFIznSicQ_7sFTMJGKpnUbhe_-3FGRL43o6wovGY8no_0QNJZUt-7VLK90,"https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Hobby",1355529.0,9260.0,0.0,66.0,0,11,52,0,712,"['Lifestyle_(sociology)', 'Hobby']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9531397381411216,48.97882608479205,105.23207408404942,41.23018518518519
41447,41447,41447,41645,G4HzC43mhRY,2022-05-30T20:44:36Z,UCGWnmzDiTp1P46FB_8iFLmw,Ref-n-Write for Windows - Complete Tutorial & Demo (Step-by-Step),https://i.ytimg.com/vi/G4HzC43mhRY/hqdefault.jpg,REF-N-WRITE Writing Tool,None,PT10M58S,True,en-GB,6152.0,53.0,0,8,"Ref-n-write for Windows

DEMO TUTORIAL.

",2017-03-16T18:05:15Z,REF-N-WRITE Writing Tool,https://yt3.ggpht.com/ytc/AMLnZu__VwE3m8m1usQse6yN9tD4eL3egS1wHk3uKiMh=s800-c-k-c0x00ffffff-no-rj,None,"https://en.wikipedia.org/wiki/Knowledge,https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Lifestyle_(sociology)",147859.0,2110.0,0.0,13.0,0,10,58,0,658,"['Knowledge', 'Technology', 'Lifestyle_(sociology)']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921486557972144,48.53994802557517,103.27308532677624,44.871695601851854
21321,21321,21321,21385,mUXVBMhr7Xg,2020-07-22T17:53:21Z,UCmSnXek5AcnaTyl5A0RngdA,Command Line Interface (CLI) For Beginners,https://i.ytimg.com/vi/mUXVBMhr7Xg/hqdefault.jpg,Matt's Lectures and Tutorials,CLI GUI PowerShell,PT25M59S,True,en,36133.0,593.0,0,31,"Command Line Interface (CLI)
For Beginners

By Matt Ce
Bu

",2016-04-11T20:14:46Z,Matt's Lectures and Tutorials,https://yt3.ggpht.com/ytc/AMLnZu9kh0_rGBIRwTCtpJa1w2LBChAiYOMuGzf05hk=s800-c-k-c0x00ffffff-no-rj,None,"https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Knowledge,https://en.wikipedia.org/wiki/Lifestyle_(sociology)",91882.0,795.0,0.0,29.0,0,25,59,0,1559,"['Technology', 'Knowledge', 'Lifestyle_(sociology)']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9416707873706628,0.0,126.50882181175432,0.0
17965,17965,17965,18019,VGV09dUwXo4,2020-01-21T19:21:07Z,UCh3Rpsdv1fxefE0ZcKBaNcQ,25 Top Tourist Attractions in Europe - Travel Video,https://i.ytimg.com/vi/VGV09dUwXo4/hqdefault.jpg,touropia,"europe travel,europe tourism,france travel,italy travel,spain travel,england travel,ireland travel,scotland travel,slovenia travel,greece travel,turkey travel,russia travel,belgium travel,netherlands travel,Cliffs of Moher,meteora,bruges,amsterdam,pisa,al",PT32M54S,True,en,2749044.0,11497.0,0,492,,2011-07-25T08:46:19Z,touropia,https://yt3.ggpht.com/ytc/AMLnZu_oihObL5rNosrWMyT9ddG8xuIP2jTUt-2PTHTY=s800-c-k-c0x00ffffff-no-rj,https://lh3.googleusercontent.com/zfULW-Tt8yZQhLLokdKD3gcx91ab7D-EyZxo3HlVDNiGxLOqLciEg9NWBjWr2bTS22ldSPz3PA,"https://en.wikipedia.org/wiki/Tourism,https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Lifestyle_(sociology)",198766030.0,1100000.0,0.0,112.0,0,32,54,0,1974,"['Tourism', 'Hobby', 'Lifestyle_(sociology)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9523187210994556,29.47174413331908,81.94564525919027,54.19385416666667
35817,35817,35817,35972,3XDFB16TOoo,2022-01-14T18:29:53Z,UC2dIDJBf9W88PxGm-uHZPaQ,It's Always Sunny in Philadelphia | Season 15 Blooper Reel | FXX,https://i.ytimg.com/vi/3XDFB16TOoo/hqdefault.jpg,FX Networks,FX It's Always Sunny in Philadelphia comedy sit-com black comedy Ronald “Mac” McDonald Charlie Kelly Dennis Reynolds Dee Reynolds Frank Reynolds Rob McElhenney Charlie Day Glenn Howerton Kaitlin Olson Danny DeVito blooper season 15 season 15 blooper reel ,PT11M15S,True,en,844494.0,17151.0,0,911,,2006-05-20T17:56:19Z,FX Networks,https://yt3.ggpht.com/JFfeSlixQ54YQz7acU03fyz1vJkb_GikLDG99NJu1BB4bNmdN3RQjxmNQYSMoeuo0usX9nkERw=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/gOnuPN-kiayKYa3R2AjyqvF2bXMjfUFatumaZOXJ_wK9Eub7l8bLnKTH-28LU6NUipYX5yh1jA,"https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Television_program",245197504.0,318000.0,0.0,3948.0,0,11,15,0,675,"['Entertainment', 'Film', 'Television_program']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9065256466729976,64.71438096863339,69.59703344528393,100.11553819444444
59979,59979,59979,60297,hMDy40Vya1w,2022-11-14T15:45:01Z,UCX--mGSg0UwDjl7MDL8H5Jg,10 Store Brands that Are BETTER Than The Originals,https://i.ytimg.com/vi/hMDy40Vya1w/hqdefault.jpg,BabbleTop,"10 store brands that are better than the originals,store brands that are better,best store brands,grocery store brands,store brands,are store brands good,are store brands better,name brands,store brand,don't waste your money,grocery shopping,groceries,gen",PT13M50S,True,en,16250.0,424.0,0,85,,2016-11-29T21:56:47Z,BabbleTop,https://yt3.ggpht.com/ytc/AMLnZu9oY5qh-X3n4HQBYO-sFXvit2ENgtzw6vgMSL6MVg=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/TkQLFEEfvBoUQDaHcuL_iEIZqf3q9fDk3duknfMkMH_wkAUQIn1gWRS5kpIujZAGLCVFIassDw,"https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Lifestyle_(sociology)",431064396.0,795000.0,0.0,1756.0,0,13,50,0,830,"['Food', 'Lifestyle_(sociology)']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9403071461349852,100.92823742318082,94.26677676582166,80.60454861111111
23496,23496,23496,23573,GxQW1f1erZw,2020-11-05T20:49:25Z,UCGisihUQxb3_gE7Qzffyp4g,Buying Worlds Fastest Dog EVERYTHING she touches!,https://i.ytimg.com/vi/GxQW1f1erZw/hqdefault.jpg,Rocky Kanaka,"$10000,Buying Everything My puppy Touches!,Buying My Dog EVERYTHING He Touches!,animals,bunny,buying,buying a special needs dog,buying everything,cute dog,dog,dog rescue,dog shopping,dog videos,dogs,everything,fastest dog,fastest dog in the world,foster a",PT9M52S,True,en-US,3313990.0,115074.0,0,11641,,2015-09-17T22:53:05Z,Rocky Kanaka,https://yt3.ggpht.com/ytc/AMLnZu-EmlR1l6WkNG78OENwr4x6IGrbrJ4BCQxi0CUwqA=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/U-d8e_Lc-wdQsRU24hfeXX095ijoP1BZbIWr9OIgFQdwmGZNFTuk4hOkGjzBJuYu2ZdBvKzWQ74,"https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Pet",381372377.0,3110000.0,0.0,282.0,0,9,52,0,592,"['Food', 'Lifestyle_(sociology)', 'Pet']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9238197100808014,42.17652484495628,86.51621447347574,62.44116319444444
